Employee_ID,First Name,Last Name,Gender,MaritalStatus,Department,Grade,Employee_Count,Job_Satisfaction,MonthlyIncome,MonthlyRate,Age,Job Type,Job Experience,Hire_Date,Company_Environment,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Country
645,Norman,Lambert,Male,Married,TECH,1,1,4,2356,14871,31,Contractual,15,11/2/2012,4,2,3,6,United States
646,Vernon,Lara,Male,Divorced,Sales,1,1,3,2800,23522,29,Contractual,15,11/3/2012,2,3,3,3,United States
647,Shaun,Robertson,Male,Married,Sales,4,1,4,11836,22789,53,Contractual,15,11/4/2012,1,3,3,2,United States
648,Sheila,Pace,Female,Married,TECH,3,1,2,10903,9129,35,Contractual,15,11/5/2012,4,2,3,13,United States
649,Diamond,Huber,Female,Married,Sales,1,1,4,2973,21222,37,Contractual,15,11/6/2012,3,3,3,5,United States
650,Bryan,Oconnell,Male,Single,TECH,4,1,4,14275,20206,53,Contractual,15,11/7/2012,4,0,3,12,United States
651,Chelsea,Fitzpatrick,Male,Married,TECH,2,1,4,5562,21782,43,Contractual,15,11/8/2012,4,2,2,5,United States
652,Emma,Jenkins,Female,Married,Sales,2,1,4,4537,17783,47,Contractual,15,11/9/2012,3,2,3,7,United States
653,Elijah,Roberts,Female,Single,Sales,3,1,2,7642,4814,37,Contractual,15,11/10/2012,1,2,3,10,United States
654,Darren,Hamilton,Female,Divorced,TECH,4,1,1,17924,4544,50,Contractual,15,11/11/2012,1,3,3,31,United States
655,Alicia,Orr,Male,Married,Human Resources,2,1,4,5204,7790,39,Contractual,15,11/12/2012,4,2,3,5,United States
656,Christina,Barnett,Female,Divorced,Human Resources,1,1,2,2277,22650,33,Contractual,15,11/13/2012,4,4,4,4,United States
657,Tabitha,Beltran,Female,Single,TECH,1,1,4,2795,18016,32,Contractual,15,11/14/2012,1,2,1,1,United States
658,Sarah,Schroeder,Male,Divorced,TECH,1,1,4,2532,6054,29,Contractual,15,11/15/2012,1,5,3,4,United States
659,Katrina,Jordan,Female,Married,TECH,1,1,1,2559,7508,44,Contractual,15,11/16/2012,2,0,3,8,United States
660,Sophia,Harris,Female,Single,Sales,2,1,4,4908,24252,28,Contractual,15,11/17/2012,1,3,3,4,United States
660,Sophia,Harris,Female,Single,Sales,2,1,4,4908,24252,28,Contractual,15,11/17/2012,1,3,3,4,United States
660,Sophia,Harris,Female,Single,Sales,2,1,4,4908,24252,28,Contractual,15,11/17/2012,1,3,3,4,United States
660,Sophia,Harris,Female,Single,Sales,2,1,4,4908,24252,28,Contractual,15,11/17/2012,1,3,3,4,United States
660,Sophia,Harris,Female,Single,Sales,2,1,4,4908,24252,28,Contractual,15,11/17/2012,1,3,3,4,United States
660,Sophia,Harris,Female,Single,Sales,2,1,4,4908,24252,28,Contractual,15,11/17/2012,1,3,3,4,United States
660,Sophia,Harris,Female,Single,Sales,2,1,4,4908,24252,28,Contractual,15,11/17/2012,1,3,3,4,United States
661,Brady,Coffey,Female,Divorced,TECH,1,1,4,2380,13384,58,Contractual,15,11/18/2012,4,3,2,1,United States
662,Kristie,Cameron,Female,Divorced,TECH,2,1,2,4765,23814,43,Contractual,15,11/19/2012,1,2,4,1,United States
663,Tracy,Yang,Female,Single,Sales,1,1,3,2044,22052,20,Contractual,15,11/20/2012,3,3,2,2,United States
664,Hayley,Hess,Female,Single,TECH,1,1,4,2693,8870,21,Contractual,15,11/21/2012,4,3,2,1,United States
665,Joanne,Moody,Male,Married,TECH,2,1,4,6586,4821,36,Contractual,15,11/22/2012,3,2,2,16,United States
666,Rick,Shields,Male,Single,Sales,1,1,4,3294,13137,47,Contractual,15,11/23/2012,4,3,2,3,United States
667,Jo,Harris,Male,Married,TECH,2,1,3,4171,10022,22,Contractual,15,11/24/2012,2,3,4,3,United States
668,Yvette,Barrett,Male,Divorced,TECH,1,1,4,2778,17725,41,Contractual,15,11/25/2012,2,1,2,7,United States
669,Autumn,Avila,Male,Divorced,TECH,1,1,3,2377,9834,28,Contractual,15,11/26/2012,3,2,3,2,United States
670,Eduardo,Maldonado,Female,Married,TECH,1,1,1,2404,4303,39,Contractual,15,11/27/2012,4,2,1,2,United States
671,Shari,Gillespie,Female,Single,TECH,1,1,3,2318,17808,27,Contractual,15,11/28/2012,2,2,3,1,United States
672,Caitlyn,Webb,Male,Divorced,TECH,1,1,2,2008,6896,34,Contractual,15,11/29/2012,2,3,3,1,United States
673,Cathy,Gallagher,Female,Single,Sales,2,1,3,6244,7824,42,Contractual,15,11/30/2012,3,6,3,5,United States
674,Morgan,Spears,Female,Single,TECH,1,1,1,2799,3339,33,Contractual,15,12/1/2012,3,1,3,3,United States
675,Bianca,Merritt,Male,Divorced,TECH,3,1,2,10552,9255,58,Contractual,15,12/2/2012,3,3,3,6,United States
676,Kenneth,Sanchez,Male,Married,Sales,1,1,3,2329,11737,31,Contractual,15,12/3/2012,2,2,4,7,United States
677,David,Skinner,Male,Married,TECH,2,1,4,4014,19170,35,Contractual,15,12/4/2012,4,2,1,10,United States
678,Caitlin,Hoffman,Female,Married,TECH,3,1,2,7403,22477,49,Contractual,15,12/5/2012,1,3,2,26,United States
679,Peggy,Moore,Male,Married,TECH,1,1,3,2259,5543,48,Contractual,15,12/6/2012,4,2,2,0,United States
680,Doris,Larsen,Female,Married,Sales,2,1,3,6932,24406,31,Contractual,15,12/7/2012,4,2,2,9,United States
681,Mercedes,Potts,Female,Single,TECH,1,1,4,4678,23293,36,Contractual,15,12/8/2012,2,6,3,6,United States
682,Craig,Duffy,Male,Married,TECH,3,1,1,13582,16292,38,Contractual,15,12/9/2012,4,3,3,15,United States
683,Tami,Patton,Female,Married,TECH,1,1,2,2332,3974,32,Contractual,15,12/10/2012,3,3,3,3,United States
684,Erik,Summers,Male,Married,Sales,1,1,2,2413,18798,25,Contractual,15,12/11/2012,3,2,3,1,United States
685,Theresa,Cantrell,Female,Divorced,Sales,3,1,2,9705,20652,40,Contractual,15,12/12/2012,1,2,2,1,United States
686,Kendra,Bird,Female,Single,Sales,2,1,1,4294,11148,26,Contractual,15,12/13/2012,3,2,3,7,United States
687,Heidi,Odonnell,Male,Single,TECH,1,1,1,4721,3119,41,Contractual,15,12/14/2012,4,3,3,18,United States
688,Regina,Green,Female,Single,TECH,1,1,3,2519,12287,36,Contractual,15,12/15/2012,3,6,3,11,United States
689,Betty,Quinn,Female,Single,Sales,1,1,2,2121,9947,19,Contractual,15,12/16/2012,4,3,4,1,United States
690,Mariah,Woodard,Female,Single,TECH,1,1,1,2973,13008,20,Contractual,15,12/17/2012,1,2,3,1,United States
691,Emily,Molina,Male,Married,TECH,2,1,4,5855,17369,31,Contractual,15,12/18/2012,4,2,1,9,United States
692,Kristine,Dyer,Female,Divorced,TECH,1,1,2,3617,25063,40,Contractual,15,12/19/2012,4,2,3,1,United States
693,Brad,Crosby,Female,Married,TECH,2,1,1,6725,13554,32,Contractual,15,12/20/2012,3,2,4,8,United States
694,Drew,Beck,Male,Married,Sales,3,1,4,10325,5518,36,Contractual,15,12/21/2012,3,6,3,16,United States
695,Blake,Whitehead,Male,Single,TECH,2,1,4,6949,12291,33,Contractual,15,12/22/2012,2,3,3,5,United States
696,Maureen,Flores,Female,Married,Sales,3,1,3,10609,14922,37,Contractual,15,12/23/2012,1,2,1,14,United States
697,Monica,Santos,Female,Married,TECH,2,1,2,4447,23163,45,Contractual,15,12/24/2012,3,5,2,9,United States
698,Brittney,Stephens,Female,Married,Sales,1,1,4,2157,18203,29,Contractual,15,12/25/2012,3,5,3,3,United States
699,Aaron,Little,Male,Married,Sales,2,1,3,4601,6179,35,Contractual,15,12/26/2012,3,3,3,5,United States
700,Leon,Duarte,Male,Married,TECH,4,1,4,17099,13829,52,Contractual,15,12/27/2012,4,2,2,9,United States
701,Frances,Harrell,Male,Single,TECH,1,1,3,2479,26227,58,Contractual,15,12/28/2012,4,4,3,1,United States
702,Anthony,Ross,Female,Divorced,Sales,4,1,3,14852,13938,53,Contractual,15,12/29/2012,3,3,4,17,United States
703,Alejandra,Esparza,Female,Divorced,Sales,3,1,3,7264,9977,30,Contractual,15,12/30/2012,3,2,4,8,United States
704,Angelica,Lynn,Female,Single,Sales,2,1,4,5666,19899,38,Contractual,15,12/31/2012,3,1,3,5,United States
705,Tara,Moody,Male,Divorced,Sales,3,1,4,7823,6812,35,Contractual,15,1/1/2013,4,2,3,10,United States
706,Patrick,Landry,Female,Single,Sales,3,1,3,7880,2560,39,Contractual,15,1/2/2013,1,3,3,8,United States
707,Claire,Esparza,Male,Single,Sales,4,1,2,13194,17071,40,Contractual,15,1/3/2013,2,2,2,1,United States
708,Evan,Sheppard,Male,Divorced,TECH,2,1,3,5067,6759,47,Contractual,15,1/4/2013,3,3,4,19,United States
709,Claire,Thornton,Male,Divorced,Sales,2,1,4,5079,25952,36,Contractual,15,1/5/2013,1,3,3,7,United States
710,Richard,Rocha,Female,Single,TECH,1,1,1,2321,10322,31,Contractual,15,1/6/2013,3,0,3,3,United States
711,Kent,Flowers,Male,Single,Sales,4,1,3,17444,20489,33,Contractual,15,1/7/2013,4,2,3,10,United States
712,Jane,Zamora,Female,Single,TECH,1,1,1,2404,11479,29,Contractual,15,1/8/2013,4,5,3,0,United States
713,Rita,Sweeney,Female,Single,TECH,1,1,4,3452,17241,33,Contractual,15,1/9/2013,2,4,3,3,United States
714,Leah,Mcfarland,Male,Divorced,TECH,1,1,4,2270,11005,45,Contractual,15,1/10/2013,4,2,3,5,United States
715,Vincent,Schmidt,Male,Divorced,TECH,4,1,4,17399,6615,50,Contractual,15,1/11/2013,4,1,2,5,United States
716,Ronnie,Hurley,Male,Married,TECH,2,1,2,5488,20161,33,Contractual,15,1/12/2013,3,2,3,6,United States
717,Audrey,Burke,Female,Divorced,TECH,5,1,3,19419,3735,41,Contractual,15,1/13/2013,1,2,4,18,United States
718,Javier,Mata,Male,Married,TECH,1,1,2,2811,12086,27,Contractual,15,1/14/2013,3,2,3,2,United States
719,Cassie,Price,Female,Married,TECH,2,1,1,3633,14039,45,Contractual,15,1/15/2013,4,2,3,9,United States
720,Julian,Zuniga,Female,Single,Sales,2,1,4,4163,8571,47,Contractual,15,1/16/2013,4,0,3,9,United States
721,Carla,Ramos,Male,Married,TECH,1,1,3,2132,11539,30,Contractual,15,1/17/2013,1,2,3,5,United States
722,Elizabeth,Pearson,Male,Married,TECH,4,1,3,13973,4161,50,Contractual,15,1/18/2013,4,2,3,12,United States
723,Lorraine,Carney,Male,Married,TECH,1,1,3,2684,12127,38,Contractual,15,1/19/2013,3,0,2,2,United States
724,Joanna,Kaiser,Male,Divorced,TECH,3,1,3,10845,24208,46,Contractual,15,1/20/2013,4,3,3,8,United States
725,Johnny,Daugherty,Male,Divorced,TECH,2,1,3,4377,24117,24,Contractual,15,1/21/2013,4,6,3,4,United States
726,Gabriel,Bird,Male,Divorced,TECH,1,1,2,3743,10074,35,Contractual,15,1/22/2013,3,2,1,4,United States
727,Bianca,Becker,Female,Married,TECH,2,1,1,4148,11275,31,Contractual,15,1/23/2013,3,1,3,4,United States
728,Reginald,Roach,Female,Single,TECH,1,1,4,1051,13493,18,Contractual,15,1/24/2013,2,2,3,0,United States
729,Kimberly,Kirby,Male,Married,TECH,3,1,3,10739,13943,54,Contractual,15,1/25/2013,3,2,3,10,United States
730,Lonnie,Duke,Female,Divorced,TECH,3,1,3,10388,6975,35,Contractual,15,1/26/2013,3,3,2,16,United States
731,Kelli,Koch,Male,Married,TECH,3,1,1,11416,17802,30,Contractual,15,1/27/2013,2,4,2,8,United States
732,Jo,Kidd,Female,Single,TECH,1,1,1,2600,18275,20,Contractual,15,1/28/2013,4,2,3,1,United States
733,Diana,Rivera,Female,Single,TECH,1,1,2,2422,25725,30,Contractual,15,1/29/2013,2,3,3,3,United States
734,Allen,Fitzgerald,Female,Married,TECH,2,1,4,5472,3334,26,Contractual,15,1/30/2013,4,2,3,8,United States
735,Leonard,Wallace,Female,Married,TECH,1,1,1,2451,6881,22,Contractual,11,1/31/2013,2,3,2,4,United States
736,Arthur,Pugh,Female,Single,TECH,2,1,3,4240,13119,48,Contractual,11,2/1/2013,1,0,3,2,United States
737,Dwayne,Bauer,Male,Single,TECH,3,1,3,10999,22245,48,Contractual,11,2/2/2013,3,3,3,15,United States
738,Heidi,Avila,Female,Single,TECH,2,1,3,5003,23371,41,Contractual,11,2/3/2013,4,6,3,2,United States
739,Franklin,Key,Male,Married,TECH,4,1,4,12742,7060,39,Contractual,11,2/4/2013,4,3,3,21,United States
740,Sergio,Rangel,Female,Married,TECH,2,1,4,4227,4658,27,Contractual,11,2/5/2013,1,2,3,3,United States
741,Gina,David,Male,Divorced,TECH,1,1,4,3917,9541,35,Contractual,11,2/6/2013,2,4,2,3,United States
742,Mike,Baldwin,Male,Married,Sales,5,1,3,18303,7770,42,Contractual,11,2/7/2013,4,3,4,1,United States
743,Holly,Burnett,Female,Married,TECH,1,1,4,2380,20165,50,Contractual,11,2/8/2013,1,5,3,1,United States
744,Jenna,Dawson,Female,Single,TECH,4,1,4,13726,21829,59,Contractual,11,2/9/2013,3,4,3,5,United States
745,Catherine,Bryan,Male,Married,TECH,2,1,2,4777,14382,37,Contractual,11,2/10/2013,1,2,1,1,United States
746,Jerome,Dougherty,Male,Married,TECH,2,1,2,6385,12992,55,Contractual,11,2/11/2013,3,3,3,8,United States
747,Wayne,Zhang,Male,Divorced,TECH,5,1,3,19973,20284,41,Contractual,11,2/12/2013,2,3,3,21,United States
748,Blake,Duke,Male,Single,Sales,2,1,4,6861,4981,38,Contractual,11,2/13/2013,2,1,3,1,United States
749,Rick,Mosley,Male,Single,Sales,2,1,1,4969,21813,26,Contractual,11,2/14/2013,2,6,3,2,United States
750,Reginald,Howard,Male,Married,Sales,5,1,4,19845,25846,52,Contractual,11,2/15/2013,1,3,3,32,United States
751,Chad,Manning,Male,Married,Sales,4,1,4,13320,11737,44,Contractual,11,2/16/2013,4,2,3,12,United States
752,Wayne,Velazquez,Female,Married,Sales,2,1,3,6347,24920,50,Contractual,11,2/17/2013,4,3,3,18,United States
753,Darren,Lowery,Female,Single,TECH,1,1,1,2743,8269,36,Contractual,11,2/18/2013,3,1,3,17,United States
754,Perry,Wright,Female,Single,TECH,3,1,1,10880,5083,39,Contractual,11,2/19/2013,4,2,3,21,United States
755,Mandy,Gregory,Male,Single,Sales,1,1,4,2342,21437,33,Contractual,11,2/20/2013,2,2,2,2,United States
756,Tammie,Neal,Female,Married,Sales,4,1,4,17650,5404,45,Contractual,11,2/21/2013,4,4,4,9,United States
757,Wayne,Guzman,Male,Single,TECH,1,1,3,4025,11135,32,Contractual,11,2/22/2013,4,2,3,8,United States
758,Whitney,Wang,Male,Divorced,Sales,2,1,4,9725,12278,34,Contractual,11,2/23/2013,2,2,2,15,United States
759,Cassie,Moore,Male,Married,Sales,3,1,4,11904,11038,59,Contractual,11,2/24/2013,2,1,1,6,United States
760,Regina,Carlson,Male,Single,Human Resources,1,1,2,2177,8318,45,Contractual,11,2/25/2013,2,3,3,6,United States
761,Jason,Downs,Female,Married,Sales,3,1,2,7525,23537,53,Contractual,11,2/26/2013,3,2,3,15,United States
762,Jose,Kemp,Female,Divorced,TECH,2,1,3,4834,7858,36,Contractual,11,2/27/2013,1,3,2,1,United States
763,Joy,Meadows,Female,Married,TECH,1,1,1,2042,15346,26,Contractual,11,2/28/2013,1,2,3,3,United States
764,Renee,Bowen,Male,Married,Sales,1,1,3,2220,18410,34,Contractual,11,3/1/2013,3,2,3,1,United States
765,Julian,Pennington,Female,Married,Sales,1,1,2,1052,23384,28,Contractual,11,3/2/2013,4,5,3,1,United States
766,Pam,Jennings,Male,Married,TECH,1,1,3,2821,2997,38,Contractual,11,3/3/2013,3,2,3,2,United States
767,Julie,Mckay,Female,Married,TECH,5,1,3,19237,12853,50,Contractual,11,3/4/2013,2,2,2,8,United States
768,Jodi,Pena,Male,Single,TECH,2,1,2,4107,13848,37,Contractual,11,3/5/2013,4,3,2,4,United States
769,Mason,Compton,Female,Married,Sales,2,1,1,8396,22217,40,Contractual,11,3/6/2013,3,3,2,7,United States
770,Frederick,Perry,Female,Divorced,TECH,1,1,3,2007,25265,26,Contractual,11,3/7/2013,1,5,3,5,United States
771,Sheena,Crawford,Female,Divorced,TECH,5,1,4,19627,21445,46,Contractual,11,3/8/2013,4,0,3,2,United States
772,Katelyn,Henderson,Male,Married,Sales,3,1,3,10686,8392,54,Contractual,11,3/9/2013,3,4,3,9,United States
773,Bobby,Patterson,Male,Married,TECH,1,1,3,2942,12154,56,Contractual,11,3/10/2013,1,4,3,5,United States
774,Marvin,Steele,Female,Single,TECH,3,1,4,8858,15669,36,Contractual,11,3/11/2013,4,2,2,14,United States
775,Katrina,Woods,Female,Single,TECH,4,1,1,16756,17323,55,Contractual,11,3/12/2013,3,3,4,9,United States
776,Rachael,Delgado,Male,Divorced,Sales,3,1,4,10798,5268,43,Contractual,11,3/13/2013,3,5,3,1,United States
777,Alexandra,Ward,Female,Single,Sales,1,1,4,2323,17205,20,Contractual,11,3/14/2013,4,3,3,2,United States
778,Darlene,Mcdonald,Female,Single,TECH,1,1,1,1416,17258,21,Contractual,11,3/15/2013,3,6,2,1,United States
779,Morgan,Luna,Male,Divorced,TECH,2,1,1,4615,21029,46,Contractual,11,3/16/2013,4,2,3,16,United States
780,Vernon,Hancock,Female,Married,TECH,1,1,3,2461,10332,51,Contractual,11,3/17/2013,1,2,4,10,United States
781,Robyn,Richardson,Female,Single,TECH,3,1,1,8722,12355,28,Contractual,11,3/18/2013,2,2,2,10,United States
782,Vanessa,Fischer,Male,Married,TECH,1,1,1,3955,11141,26,Contractual,11,3/19/2013,1,2,3,5,United States
783,Heidi,Roman,Male,Married,TECH,2,1,1,9957,9096,30,Contractual,11,3/20/2013,3,1,2,6,United States
784,Kristen,Brewer,Male,Married,TECH,1,1,3,3376,18863,41,Contractual,11,3/21/2013,2,3,3,10,United States
785,Jean,Browning,Female,Married,TECH,3,1,3,8823,24608,38,Contractual,11,3/22/2013,3,4,2,19,United States
786,Lawrence,Gregory,Male,Married,TECH,3,1,4,10322,26542,40,Contractual,11,3/23/2013,1,6,3,11,United States
787,Christine,Payne,Male,Married,TECH,1,1,3,4621,5869,27,Contractual,11,3/24/2013,1,4,3,3,United States
788,Barbara,Ramirez,Female,Married,TECH,3,1,2,10976,15813,55,Contractual,11,3/25/2013,4,4,3,3,United States
789,Ruben,Hammond,Female,Single,TECH,2,1,3,3660,7909,28,Contractual,11,3/26/2013,3,4,4,8,United States
790,Donald,Nash,Female,Married,Human Resources,3,1,1,10482,2326,44,Contractual,11,3/27/2013,2,1,3,20,United States
791,Angelica,Anthony,Female,Divorced,TECH,3,1,4,7119,21214,33,Contractual,11,3/28/2013,4,2,3,3,United States
792,Claire,Glass,Female,Single,Sales,3,1,1,9582,10333,35,Contractual,11,3/29/2013,4,2,3,8,United States
793,Leslie,Curry,Female,Single,TECH,2,1,3,4508,3129,33,Contractual,11,3/30/2013,1,4,3,13,United States
794,Calvin,Thomas,Male,Divorced,TECH,1,1,3,2207,22482,28,Contractual,11,3/31/2013,1,5,2,4,United States
795,Makayla,Boyer,Male,Single,TECH,2,1,4,7756,22266,34,Contractual,11,4/1/2013,1,1,2,6,United States
796,Caitlyn,Bass,Male,Divorced,Sales,2,1,4,6694,24223,37,Contractual,11,4/2/2013,4,5,3,1,United States
797,Tony,Holmes,Male,Married,TECH,1,1,4,3691,4605,25,Contractual,11,4/3/2013,4,3,4,7,United States
798,Lydia,Cisneros,Male,Divorced,TECH,1,1,3,2377,19373,26,Contractual,11,4/4/2013,1,0,2,1,United States
799,Debra,Knight,Female,Single,TECH,1,1,2,2313,2993,33,Contractual,11,4/5/2013,1,0,3,2,United States
800,Garrett,Barber,Female,Married,TECH,4,1,1,17665,14399,42,Contractual,11,4/6/2013,4,3,3,22,United States
801,Annette,Grant,Male,Divorced,TECH,1,1,2,2596,7160,28,Contractual,11,4/7/2013,1,2,3,1,United States
802,Todd,Blackburn,Female,Single,Sales,2,1,3,4728,17251,50,Contractual,11,4/8/2013,4,4,3,0,United States
803,Xavier,Ray,Female,Married,Sales,2,1,2,4302,13401,33,Contractual,11,4/9/2013,4,3,3,3,United States
804,Gilbert,Wilcox,Female,Married,TECH,1,1,4,2979,22478,34,Contractual,11,4/10/2013,3,2,3,0,United States
805,Frances,Gilbert,Female,Single,TECH,4,1,4,16885,16154,48,Contractual,11,4/11/2013,1,3,2,5,United States
806,Eduardo,Whitehead,Female,Married,Sales,2,1,3,5593,17970,45,Contractual,11,4/12/2013,2,2,3,15,United States
807,Jillian,Valenzuela,Female,Single,TECH,3,1,2,10445,15322,52,Contractual,11,4/13/2013,2,4,3,8,United States
808,Jenna,Atkins,Female,Divorced,Sales,3,1,3,8740,5569,38,Contractual,11,4/14/2013,3,2,3,8,United States
809,Chelsey,Martinez,Male,Divorced,TECH,1,1,4,2514,26968,29,Contractual,11,4/15/2013,3,1,3,7,United States
810,Ebony,Harmon,Female,Divorced,TECH,3,1,2,7655,8039,28,Contractual,11,4/16/2013,4,3,2,9,United States
811,Grace,Underwood,Female,Married,Sales,4,1,3,17465,15596,46,Contractual,11,4/17/2013,1,3,3,12,United States
812,Harry,Conrad,Female,Single,Sales,3,1,2,7351,20619,38,Contractual,11,4/18/2013,4,2,3,1,United States
813,Rebekah,Koch,Female,Married,TECH,3,1,1,10820,11535,43,Contractual,11,4/19/2013,3,1,3,8,United States
814,Jody,Nguyen,Female,Divorced,TECH,4,1,4,12169,13547,39,Contractual,11,4/20/2013,1,4,3,18,United States
815,Caleb,Erickson,Male,Single,TECH,5,1,3,19626,17544,40,Contractual,11,4/21/2013,3,2,4,20,United States
816,Katie,Gamble,Female,Single,TECH,1,1,2,2070,25326,21,Contractual,11,4/22/2013,4,6,4,2,United States
817,Patricia,Lane,Female,Single,TECH,2,1,2,6782,8770,39,Contractual,11,4/23/2013,3,2,2,5,United States
818,Dorothy,Shannon,Male,Single,TECH,2,1,4,7779,23238,36,Contractual,11,4/24/2013,1,0,3,11,United States
819,Dominic,Moran,Male,Married,Sales,1,1,4,2791,21981,31,Contractual,11,4/25/2013,3,4,3,2,United States
820,Virginia,Tate,Female,Married,TECH,1,1,2,3201,19911,28,Contractual,11,4/26/2013,1,2,1,5,United States
821,Terrance,Hubbard,Male,Divorced,Sales,2,1,4,4968,18500,35,Contractual,11,4/27/2013,4,3,3,5,United States
822,Paula,Daniels,Male,Married,Sales,4,1,2,13120,11879,49,Contractual,11,4/28/2013,4,3,3,9,United States
823,Steve,Peck,Male,Single,TECH,2,1,3,4033,15834,34,Contractual,11,4/29/2013,4,3,2,3,United States
824,Franklin,Conley,Female,Divorced,TECH,1,1,2,3291,17940,29,Contractual,11,4/30/2013,4,2,2,7,United States
825,Mary,Aguirre,Male,Single,TECH,2,1,4,4272,9558,42,Contractual,11,5/1/2013,2,3,3,1,United States
826,Krista,Alexander,Female,Married,TECH,2,1,4,5056,17689,29,Contractual,11,5/2/2013,2,2,2,10,United States
827,Tim,Frey,Female,Married,Human Resources,1,1,3,2844,6004,38,Contractual,11,5/3/2013,3,2,4,7,United States
828,Shane,Mcgrath,Male,Divorced,TECH,1,1,3,2703,22088,28,Contractual,11,5/4/2013,3,2,3,3,United States
829,Sonya,Nixon,Male,Single,TECH,1,1,3,1904,13556,18,Contractual,11,5/5/2013,3,0,3,0,United States
830,Diana,Burnett,Male,Single,Sales,2,1,1,8224,18385,33,Contractual,11,5/6/2013,1,3,3,5,United States
831,Kirk,Stanton,Female,Married,TECH,1,1,4,4766,9051,41,Contractual,11,5/7/2013,2,4,3,1,United States
832,Toni,Kline,Female,Married,TECH,1,1,3,2610,6233,31,Contractual,11,5/8/2013,3,5,2,2,United States
833,Sonya,Flowers,Female,Divorced,TECH,2,1,4,5731,17171,37,Contractual,11,5/9/2013,3,2,3,6,United States
834,Stuart,Kim,Female,Married,TECH,1,1,3,2539,7950,27,Contractual,11,5/10/2013,4,0,3,4,United States
835,Margaret,Wang,Male,Married,Sales,2,1,3,5714,5829,34,Contractual,11,5/11/2013,2,3,2,6,United States
836,Fred,Dennis,Male,Single,Human Resources,1,1,3,4323,7108,35,Contractual,11,5/12/2013,3,2,1,5,United States
837,Becky,Jimenez,Male,Married,Sales,3,1,1,7336,11162,29,Contractual,11,5/13/2013,4,3,1,11,United States
838,Mark,Donovan,Female,Single,TECH,3,1,3,13499,13782,40,Contractual,11,5/14/2013,2,3,2,18,United States
839,Terri,Brock,Male,Single,Sales,4,1,1,13758,2447,42,Contractual,11,5/15/2013,3,2,2,21,United States
840,Jorge,Flynn,Male,Single,Sales,2,1,1,5155,2253,42,Contractual,11,5/16/2013,2,3,4,6,United States
841,Jean,Harding,Male,Married,TECH,1,1,3,2258,16340,35,Contractual,11,5/17/2013,4,2,3,8,United States
842,Laura,Horton,Female,Single,TECH,1,1,2,3597,6409,24,Contractual,11,5/18/2013,4,2,3,4,United States
843,Carlos,Ramos,Male,Married,TECH,1,1,4,2515,22955,28,Contractual,11,5/19/2013,3,4,2,1,United States
844,Norman,Fritz,Male,Married,TECH,1,1,4,4420,13421,26,Contractual,11,5/20/2013,1,2,3,8,United States
845,Dana,Hayes,Female,Married,Sales,2,1,3,6578,2706,30,Contractual,11,5/21/2013,3,3,3,10,United States
846,Jonathon,Holden,Male,Married,TECH,2,1,4,4422,21203,40,Contractual,11,5/22/2013,3,3,1,1,United States
847,David,Garcia,Female,Divorced,TECH,3,1,2,10274,19588,35,Contractual,12,5/23/2013,3,2,4,7,United States
848,Javier,Camacho,Male,Single,TECH,2,1,1,5343,25755,34,Contractual,12,5/24/2013,4,3,3,13,United States
849,Shelley,Barajas,Female,Married,TECH,1,1,4,2376,26537,35,Contractual,12,5/25/2013,4,2,4,2,United States
850,Jerry,Mooney,Male,Single,Sales,2,1,3,5346,9489,43,Contractual,12,5/26/2013,1,2,2,4,United States
851,Gwendolyn,Lane,Female,Divorced,Sales,1,1,1,2827,14947,32,Contractual,12,5/27/2013,3,3,3,1,United States
852,Jon,Soto,Male,Divorced,TECH,5,1,1,19943,18575,56,Contractual,12,5/28/2013,4,2,3,5,United States
853,Melody,Hebert,Male,Married,TECH,1,1,4,3131,26342,29,Contractual,12,5/29/2013,2,5,3,10,United States
854,Gloria,Allison,Female,Single,TECH,1,1,1,2552,7172,19,Contractual,12,5/30/2013,3,4,3,1,United States
855,Kristi,Orr,Female,Married,TECH,1,1,3,4477,20100,45,Contractual,12,5/31/2013,1,2,2,3,United States
856,Bethany,Olson,Female,Married,TECH,2,1,4,6474,9961,37,Contractual,12,6/1/2013,4,2,2,14,United States
857,Holly,Cisneros,Female,Single,TECH,1,1,3,3033,12828,20,Contractual,12,6/2/2013,1,2,2,2,United States
858,Stuart,Tapia,Male,Single,TECH,1,1,3,2936,10826,44,Contractual,12,6/3/2013,3,4,3,6,United States
859,Kaylee,Meyers,Female,Divorced,TECH,5,1,3,18606,18640,53,Contractual,12,6/4/2013,4,6,3,7,United States
860,Ricardo,Washington,Male,Married,TECH,1,1,4,2168,26933,29,Contractual,12,6/5/2013,2,2,2,5,United States
861,Roberto,Frey,Female,Married,TECH,1,1,4,2853,4223,22,Contractual,12,6/6/2013,3,5,3,0,United States
862,Doris,Coleman,Female,Married,Sales,4,1,1,17048,24097,46,Contractual,12,6/7/2013,3,2,3,26,United States
863,Nancy,Reese,Female,Single,TECH,1,1,3,2290,4279,44,Contractual,12,6/8/2013,4,3,3,0,United States
864,Juan,Pratt,Female,Married,Human Resources,1,1,3,3600,8429,33,Contractual,12,6/9/2013,2,2,3,5,United States
865,Marvin,Li,Female,Divorced,TECH,1,1,1,2107,20293,41,Contractual,11,6/10/2013,1,2,1,1,United States
